170;2269990;2550000;NULL;NULL;Lenovo;Ryzen 5;12GB-512GB SSD;LOQ;AMD Ryzen 5;NULL;512GB SSD
171;1254990;1499990;NULL;NULL;Lenovo;Core i3;4GB - 256GB SSD;V Series;Intel Core i3;4GB;256GB SSD
172;2299990;2600000;NULL;NULL;Lenovo;Core i5;NULL;ThinkPad;Intel Core i5;8GB;512GB SSD
173;1819990;2499990;NULL;NULL;Lenovo;Core i7;NULL;V Series;Intel Core i7;8GB;512GB SSD
174;1799990;1999990;NULL;NULL;Lenovo;Core i5;NULL;V Series;Intel Core i5;4GB;256GB SSD
175;2209990;2600000;NULL;NULL;HP;Core i7;NULL;ProBook;Intel Core i7;8GB;512GB SSD
176;5449990;6000000;5;3;Apple;M3;NULL;MacBook;Apple M3;NULL;512GB SSD
177;4949990;5150000;NULL;NULL;Apple;NULL;NULL;MacBook;NULL;8GB;1TB SSD
178;4529990;5000000;NULL;NULL;Apple;NULL;NULL;MacBook;NULL;8GB;512GB SSD
179;1879990;2099990;5;1;HP;Core i7;NULL;Other;Intel Core i7;8GB;512GB SSD
180;2619990;3300000;NULL;NULL;HP;Core i7;NULL;Other;Intel Core i7;16GB;1TB SSD
181;1109990;2000000;NULL;NULL;Lenovo;Core i3;NULL;V Series;Intel Core i3;NULL;NULL
182;1660000;2000000;NULL;NULL;LENOVO;NULL;NULL;Inbook;Intel Core i5;8GB;256GB SSD
183;1849990;2500000;NULL;NULL;Lenovo;Core i7;NULL;V Series;Intel Core i7;8GB;512GB SSD
184;1074990;1200000;5;1;HP;Core i3;NULL;Other;Intel Core i3;NULL;NULL
185;2349990;3000000;NULL;NULL;HP;NULL;NULL;Victus;Intel Core i5;16GB;512GB SSD
186;2299990;3000000;NULL;NULL;HP;Ultra 7;NULL;ProBook;Intel Core Ultra 7;NULL;NULL
187;1949990;2800000;NULL;NULL;HP;Ultra 5;NULL;ProBook;Intel Core Ultra 5;8GB;512GB SSD
188;2939990;3700000;NULL;NULL;HP;Ultra 7;NULL;Other;Intel Core Ultra 7;8GB;512GB SSD
189;3029990;3700000;NULL;NULL;HP;Ultra 7;NULL;Other;Intel Core Ultra 7;8GB;512GB SSD
190;4699990;4950000;NULL;NULL;LENOVO;NULL;NULL;Legion;Intel Core i7;16GB;1TB SSD
191;1749990;2000000;NULL;NULL;HP;Core i7;NULL;Other;Intel Core i7;NULL;NULL
192;1779990;2000000;NULL;NULL;HP;NULL;8GB-512GB SSD;Other;Intel Core i7;8GB;512GB SSD
193;2429990;3000000;NULL;NULL;HP;NULL;NULL;Other;Intel Core i5;NULL;NULL
194;1819990;2300000;NULL;NULL;ASUS;NULL;16GB -512GB SSD;ExpertBook;Intel Core i7;16GB;512GB SSD
195;2529990;2750000;NULL;NULL;HP;Ultra 5;NULL;Other;Intel Core Ultra 5;NULL;NULL
196;4129990;4500000;NULL;NULL;Apple;M3;NULL;MacBook;Apple M3;NULL;NULL
197;2479990;2750000;NULL;NULL;Acer;NULL;NULL;V Series;Intel Core i5;16GB;512GB SSD
198;3549990;NULL;NULL;NULL;Acer;Core i9;16GB-512GB SSD;V Series;Intel Core i9;8GB;512GB SSD
199;3499990;4159990;NULL;NULL;Acer;Core i7;16GB-512GB SSD;Nitro;Intel Core i7;16GB;512GB SSD
200;3449990;3700000;NULL;NULL;Dell;NULL;8GB-512GB SSD;Latitude;Intel Core i7;8GB;512GB SSD
201;2839990;2999990;NULL;NULL;LENOVO;Ultra 7;16GB-512GB SSD;ThinkPad;Intel Core Ultra 7;16GB;512GB SSD
202;4009990;4200000;NULL;NULL;LENOVO;Ultra 7;16GB-512GB SSD;ThinkPad;Intel Core Ultra 7;16GB;512GB SSD
203;4309990;4500000;NULL;NULL;LENOVO;Ultra 7;32GB-512GB SSD;ThinkPad;Intel Core Ultra 7;32GB;512GB SSD
204;1679990;2200000;NULL;NULL;HP;NULL;NULL;OmniBook;NULL;8GB;512GB SSD
205;2669990;2850000;NULL;NULL;Lenovo;Core i5;NULL;LOQ;Intel Core i5;NULL;512GB SSD
206;4509990;4600000;NULL;NULL;Apple;M4;NULL;MacBook;NULL;NULL;NULL
207;1849990;2199990;NULL;NULL;Dell;Core i5;8GB-512GB SSD;Latitude;Intel Core i5;8GB;512GB SSD
208;2619990;3100000;NULL;NULL;LENOVO;NULL;NULL;LOQ;Intel Core i5;NULL;NULL
209;4169990;4500000;NULL;NULL;HP;Ultra 7;NULL;OmniBook;Intel Core Ultra 7;16GB;1TB SSD
210;6599990;7260000;NULL;NULL;Lenovo;Ultra 7;32GB-512GB SSD;ThinkPad;Intel Core Ultra 7;32GB;512GB SSD
211;1959990;2499000;NULL;NULL;HP;NULL;512GB SSD;Victus;Intel Core i5;8GB;512GB SSD
212;2339990;2759990;NULL;NULL;HP;NULL;16GB-512GB SSD;Victus;Intel Core i5;16GB;512GB SSD
213;6849990;7240000;NULL;NULL;ACER;Ultra 9;NULL;Predator;NULL;32GB;1TB SSD
